#delimieter: ,
#columns:type,person1,person2,forum,forum_event,publication,topic,date,lat,lon
#types:STRING,UINT,UINT,UINT,UINT,UINT,UINT,USDATE,DOUBLE,DOUBLE
HasTopic,,,,932362105613871012,,1049632,,,
Sale,1164902255571715230,291914370254601234,,,,571,10/8/2018,,
HasTopic,,,,,1433303251800176474,467,,,
HasTopic,,,,1220295546212024391,,37497186,,,
HasTopic,,,,817526874194673140,,732934,,,
Includes,,,1615340315424362057,202421472143651025,,,,,
HasTopic,,,,1513662032452523252,,889,,,
Includes,,,1372844135435303981,737353170652104031,,,,,
HasTopic,,,,1296829658689065159,,83460,,,
HasTopic,,,,747423119260925972,,1333024,,,
HasTopic,,,,1290121451283392110,,204,,,
Author,611117914195523184,,,440265285168056234,,,,,
Author,754480939973310112,,,1441762191425652442,,,,,
Includes,,,1427292001647224242,936722743217343702,,,,,
HasTopic,,,,1441762191425652442,,485537,,,
Sale,1376053313411407054,1347432655942023365,,,,55424107,2/3/2019,,
HasTopic,,,,581543512052485139,,519,,,
Sale,682588400093615551,920136262355651383,,,,,10/5/2018,,
Author,346401281431409585,,,1114502034902546550,,,,,
Sale,317248309514344163,1524681741257900519,,,,,8/3/2018,,
HasTopic,,,,618434247743641149,,3884230,,,
Sale,1243472362254658420,205415260510814362,,,,,8/9/2018,,
Sale,1472154222902711100,529550602103217450,,,,185785,2/17/2019,,
Includes,,,1314315120197156050,803952155714850701,,,,,
Author,1262668194076216011,,,747423119260925972,,,,,
HasTopic,,,,833681012494554358,,787185,,,
HasTopic,,,,932362105613871012,,160409,,,
Sale,1125113326787431160,437201545096608055,,,,146,10/14/2018,,
HasTopic,,,,1424660009578332566,,334600,,,
HasTopic,,,451888058015735870,,,121765,,,
HasTopic,,,,1285128710332882742,,193294,,,
HasTopic,,,,956704137555154092,,217627,,,
HasTopic,,,,1424263331858043042,,2454265,,,
HasTopic,,,,1651365355351122204,,783874,,,
HasTopic,,,,1209342585680609487,,792565,,,
Author,1128501731262832684,,,1060309546214304182,,,,,
Author,775818654043059161,,,740410432146852843,,,,,
HasTopic,,,,854149383334143372,,4442,,,
HasOrg,,,,,1004346153600881042,670897,,,
Sale,1508951542204233332,611325512448133762,,,,,10/11/2018,,
HasTopic,,,,747423119260925972,,202013,,,
Author,208411288512434105,,,1513662032452523252,,,,,
HasTopic,,,,740410432146852843,,5088838,,,
Includes,,,15133734353741126,1532662490035322233,,,,,
HasTopic,,,,817526874194673140,,18122778,,,
HasTopic,,,,440265285168056234,,102014,,,
HasTopic,,,,186108460103013588,,732934,,,
Includes,,,1615340315424362057,209800678458482108,,,,,
Author,373641740834326257,,,116892402526543412,,,,,
HasTopic,,,,740410432146852843,,122113,,,
Includes,,,1615340315424362057,440265285168056234,,,,,
Author,719533111062900642,,,,1433303251800176474,,,,
HasTopic,,,,420762134340393550,,10289,,,
HasTopic,,,,1184855350262395542,,11348,,,
HasTopic,,,,82629615412640377,,247154,,,
Author,369370063627142227,,,1184855350262395542,,,,,
Author,1135272113235621141,,,91431002216341149,,,,,
Sale,635555368637193420,134403203055015143,,,,,8/15/2018,,
Includes,,,1314315120197156050,1282227710122181132,,,,,
HasTopic,,,,,1433303251800176474,828749,,,
HasTopic,,,1314315120197156050,,,12796,,,
HasTopic,,,,541215404780905313,,182218,,,
HasTopic,,,,877764733212222524,,7543639,,,
HasTopic,,,,,1433303251800176474,1436668,,,
HasTopic,,,,447169043921403064,,29171,,,
HasOrg,,,,,1433303251800176474,2030894,,,
Sale,477384404927196020,1128501731262832684,,,,271997,09/30/2018,,
HasTopic,,,,581543512052485139,,505619,,,
HasTopic,,,,618434247743641149,,60,,,
HasTopic,,,,803952155714850701,,557887,,,
HasTopic,,,,78678286442461987,,831691,,,
Author,101810442957214781,,,,1004346153600881042,,,,
Sale,1597454052092354280,961135479935321085,,,,1149078,8/1/2018,,
HasOrg,,,,,1004346153600881042,5018694,,,
Sale,301710390995444087,1312322776399358210,,,,379860,10/12/2018,,
HasTopic,,,,,1004346153600881042,29718382,,,
HasTopic,,,,,1433303251800176474,620463,,,
HasTopic,,,,1651365355351122204,,44311,,,
Author,1443919105364146460,,,1424263331858043042,,,,,
Sale,895197896920634500,1508332501512270227,,,,487,7/31/2018,,
HasTopic,,,,321724159614056152,,158668,,,
Includes,,,1427292001647224242,240337224527030225,,,,,
HasTopic,,,,1184855350262395542,,223155,,,
Includes,,,1615340315424362057,1184855350262395542,,,,,
HasTopic,,,,1532662490035322233,,1337691,,,
Author,1352636429150180228,,,186108460103013588,,,,,
HasTopic,,,,393285992310638641,,974850,,,
Includes,,,1615340315424362057,116892402526543412,,,,,
HasTopic,,,,128423416112315798,,361,,,
HasTopic,,,,541215404780905313,,13977,,,
HasTopic,,,,1512214307542520410,,699385,,,
Sale,1035098046740791143,352033450190732475,,,,,8/25/2018,,
Includes,,,1615340315424362057,420762134340393550,,,,,
Author,556320934631523806,,,541215404780905313,,,,,
HasTopic,,,1427292001647224242,,,25395,,,
HasTopic,,,,1424660009578332566,,191290,,,
Sale,351354309273100074,1073324208204442390,,,,206021,8/7/2018,,
Sale,1025135622623992536,1001287904525368324,,,,,10/2/2018,,
Author,12321118467056216,,,1512214307542520410,,,,,
HasTopic,,,,932362105613871012,,60,,,
HasTopic,,,,803952155714850701,,5,,,
HasTopic,,,,1220295546212024391,,18031504,,,
HasTopic,,,,91431002216341149,,73843,,,
Author,437573095319558705,,,447169043921403064,,,,,
HasTopic,,,,1424263331858043042,,2566598,,,
Includes,,,15133734353741126,1285128710332882742,,,,,
HasTopic,,,,1513662032452523252,,466439,,,
Includes,,,1314315120197156050,393285992310638641,,,,,
